Company,Operating_System,Model,RAM(GB),Hard Disk,Price(₹),Rating,Total Reviews,Product Links
Primebook,,4G Android Based MediaTek MT8788 ,4,,16990,4,563,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmecb7e931de990?pid=COMGH2NKYVZCVXAW&lid=LSTCOMGH2NKYVZCVXAWAYX3II&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_31_724&otracker=search&otracker1=search&fm=organic&iid=en_R6DuxyDMyBLtT2cspyIKM8epvDnE%2BDoi2xdK37g7PsCaB9S3xKODLFOK4g7Y0LeEtJy3tb%2BFfdIU1ruyfsyImg%3D%3D&ppt= &ppn= &ssid=1zsb18gnn40000001684914554619&qH=c06ea84a1e3dc3c6
Primebook,,4G Android Based MediaTek MT8788 ,4,,16990,4,563,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmecb7e931de990?pid=COMGH2NKYVZCVXAW&lid=LSTCOMGH2NKYVZCVXAWAYX3II&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_32_752&otracker=search&otracker1=search&fm=organic&iid=en_fKfDpiWlag2I441XsvLVvPGIbrqQ3PFo3KFzU9xjNfvSlQfvtBtEsh9MKyDNyXL8tJy3tb%2BFfdIU1ruyfsyImg%3D%3D&ppt= &ppn= &ssid=a3qyw69euo0000001684914555668&qH=c06ea84a1e3dc3c6
Primebook,,4G Android Based MediaTek MT8788 ,4,,16990,4,563,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmecb7e931de990?pid=COMGH2NKYVZCVXAW&lid=LSTCOMGH2NKYVZCVXAWAYX3II&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_772&otracker=search&otracker1=search&fm=organic&iid=en_oNf8kNxA5nidh5iYuwp4zsvseFqlAjUoPVTW%2FNS5R2wTlNdPy5PnuDRItJYvAyujtJy3tb%2BFfdIU1ruyfsyImg%3D%3D&ppt= &ppn= &ssid=xuxqe8c8jk0000001684914556755&qH=c06ea84a1e3dc3c6
Primebook,,4G Android Based MediaTek MT8788 ,4,,16990,4,563,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmecb7e931de990?pid=COMGH2NKYVZCVXAW&lid=LSTCOMGH2NKYVZCVXAWAYX3II&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_800&otracker=search&otracker1=search&fm=organic&iid=en_%2FGJsD7LX3JmepqWg5TPJxf4SSnnvy1K2iPaIyXzNp96erZUx%2B7kVQoXPZvz3kwKMtJy3tb%2BFfdIU1ruyfsyImg%3D%3D&ppt= &ppn= &ssid=t4u68j8nm80000001684914557839&qH=c06ea84a1e3dc3c6
Primebook,,4G Android Based MediaTek MT8788 ,4,,16990,4,563,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmecb7e931de990?pid=COMGH2NKYVZCVXAW&lid=LSTCOMGH2NKYVZCVXAWAYX3II&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_35_820&otracker=search&otracker1=search&fm=organic&iid=en_Kfpa%2B7psUwqMAmdoG13rcMTL9wYlV3N24M87SLyagOIqCg6zQ82L7Y3M2SUHop30tJy3tb%2BFfdIU1ruyfsyImg%3D%3D&ppt= &ppn= &ssid=otuktu8m8g0000001684914558985&qH=c06ea84a1e3dc3c6
Primebook,,4G Android Based MediaTek MT8788 ,4,,16990,4,563,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmecb7e931de990?pid=COMGH2NKYVZCVXAW&lid=LSTCOMGH2NKYVZCVXAWAYX3II&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_36_844&otracker=search&otracker1=search&fm=organic&iid=en_JWXqLVGufrp7URMxb9D%2BA0JG7IXvwMUktR7jiIZwVIYqeAeIGBY46bP4bPhUh63ytJy3tb%2BFfdIU1ruyfsyImg%3D%3D&ppt= &ppn= &ssid=gysgft9juo0000001684914560109&qH=c06ea84a1e3dc3c6
Primebook,,4G Android Based MediaTek MT8788 ,4,,16990,4,563,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmecb7e931de990?pid=COMGH2NKYVZCVXAW&lid=LSTCOMGH2NKYVZCVXAWAYX3II&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_37_868&otracker=search&otracker1=search&fm=organic&iid=en_ocACn7srJcrEIpsFNKhu2DvQ7BwVKMrLR9EP2nvx1I1sHJw%2B7QpRfkCv4lhNTAtWtJy3tb%2BFfdIU1ruyfsyImg%3D%3D&ppt= &ppn= &ssid=gm1aqz9a000000001684914561152&qH=c06ea84a1e3dc3c6
Primebook,,4G Android Based MediaTek MT8788 ,4,,16990,4,563,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmecb7e931de990?pid=COMGH2NKYVZCVXAW&lid=LSTCOMGH2NKYVZCVXAWAYX3II&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_38_892&otracker=search&otracker1=search&fm=organic&iid=en_%2FjCPdOC8jU32jk%2BS7zo2rCyIRKqCTF%2BqqQu11RRkEfilhp%2B66%2BQupwWSutfmm3pftJy3tb%2BFfdIU1ruyfsyImg%3D%3D&ppt= &ppn= &ssid=m18oytkpc00000001684914562353&qH=c06ea84a1e3dc3c6
Primebook,,4G Android Based MediaTek MT8788 ,4,,16990,4,563,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmecb7e931de990?pid=COMGH2NKYVZCVXAW&lid=LSTCOMGH2NKYVZCVXAWAYX3II&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_39_916&otracker=search&otracker1=search&fm=organic&iid=en_Gup7hNThgG6LccFUH%2BEHb0NyOj4LgtyeIrG7ySkMc4QtUbK9uFjz%2BTxEUbbhuUZTtJy3tb%2BFfdIU1ruyfsyImg%3D%3D&ppt= &ppn= &ssid=zxa4qu2r800000001684914563386&qH=c06ea84a1e3dc3c6
Primebook,,4G Android Based MediaTek MT8788 ,4,,16990,4,563,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmecb7e931de990?pid=COMGH2NKYVZCVXAW&lid=LSTCOMGH2NKYVZCVXAWAYX3II&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_40_944&otracker=search&otracker1=search&fm=organic&iid=en_C%2FNKzAUymzHKa%2BZpdHHRI1ojRDqLbNPXzH3uqgfYju6woz3HxTaXQfpmI%2FcwpezmtJy3tb%2BFfdIU1ruyfsyImg%3D%3D&ppt= &ppn= &ssid=4k025s7wpc0000001684914564747&qH=c06ea84a1e3dc3c6
Primebook,,4G Android Based MediaTek MT8788 ,4,,16990,4,563,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmecb7e931de990?pid=COMGH2NKYVZCVXAW&lid=LSTCOMGH2NKYVZCVXAWAYX3II&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_41_964&otracker=search&otracker1=search&fm=organic&iid=en_AgSIWKLC9fEswbTane08i9nfOs2bhfKsqlQoqWMuQMqNoijXyA5gQ9jdT0z%2FXWCPtJy3tb%2BFfdIU1ruyfsyImg%3D%3D&ppt= &ppn= &ssid=oaoqkqw5s00000001684914565827&qH=c06ea84a1e3dc3c6
